symbol,instrument_type,security_type,market_status,total_volume,aum_size,average,change,eps,exchange,exercise_price,exercise_ratio,high,implied_volatility,inav,intrinsic_value,last,last_trading_date,low,maturity_date,moneyness,pbv,pe,percent_change,percent_yield,theoretical,to_last_trade,underlying,underlying_price,updated_at,shares_outstanding
SIS,STOCK,CS,Open1,0,NULL,NULL,NULL,1.99202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,11.75,NULL,4.789999962,NULL,NULL,NULL,NULL,57:44.2,
SISB,STOCK,CS,Open1,0,NULL,NULL,NULL,0.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.09,19.43,NULL,2.299999952,NULL,NULL,NULL,NULL,57:46.4,
SITHAI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.10516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.67,9.99,NULL,5.599999905,NULL,NULL,NULL,NULL,57:48.6,
SJWD,STOCK,CS,Open1,0,NULL,NULL,NULL,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,11.49,NULL,3.940000057,NULL,NULL,NULL,NULL,57:50.8,
SK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,5.62,NULL,8.199999809,NULL,NULL,NULL,NULL,57:53.0,
SKE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,0,NULL,0,NULL,NULL,NULL,NULL,57:55.1,
SKN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.78102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.05,7.11,NULL,7.210000038,NULL,NULL,NULL,NULL,57:57.3,
SKR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.14,24.65,NULL,2.519999981,NULL,NULL,NULL,NULL,57:59.5,
SKY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.63,27.92,NULL,0,NULL,NULL,NULL,NULL,58:01.7,
SLP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.051,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,7.9,NULL,0,NULL,NULL,NULL,NULL,58:03.9,
SM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.89,20.22,NULL,3.230000019,NULL,NULL,NULL,NULL,58:06.1,
SMART,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.01,7.66,NULL,7.579999924,NULL,NULL,NULL,NULL,58:08.3,
SMD100,STOCK,CS,Open1,0,NULL,NULL,NULL,0.19995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09,19.93,NULL,18.75,NULL,NULL,NULL,NULL,58:10.5,
SMIT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.81,14.26,NULL,6.119999886,NULL,NULL,NULL,NULL,58:12.7,
SMPC,STOCK,CS,Open1,0,NULL,NULL,NULL,1.11587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.59,8.07,NULL,7.440000057,NULL,NULL,NULL,NULL,58:14.9,
SMT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,0,NULL,3.50999999,NULL,NULL,NULL,NULL,58:17.1,
SNC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.26022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.47,0,NULL,0,NULL,NULL,NULL,NULL,58:19.4,
SNNP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.43,17.33,NULL,5,NULL,NULL,NULL,NULL,58:21.5,
SNP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.16,13.69,NULL,7.019999981,NULL,NULL,NULL,NULL,58:23.9,
SNPS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.92,31.22,NULL,2.079999924,NULL,NULL,NULL,NULL,58:26.1,
SO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.82,12.85,NULL,4.519999981,NULL,NULL,NULL,NULL,58:28.3,
SOLAR,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.38,0,NULL,0,NULL,NULL,NULL,NULL,58:30.5,
SONIC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.87,7.82,NULL,3.539999962,NULL,NULL,NULL,NULL,58:32.7,
SORKON,STOCK,CS,Open1,0,NULL,NULL,NULL,0.41265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.03,10.52,NULL,5.760000229,NULL,NULL,NULL,NULL,58:34.9,
SPA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.14,19.91,NULL,2.079999924,NULL,NULL,NULL,NULL,58:37.1,
SPACK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18995,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,7.48,NULL,0,NULL,NULL,NULL,NULL,58:39.3,
SPALI,STOCK,CS,Open1,0,NULL,NULL,NULL,3.16916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.61,5.27,NULL,8.680000305,NULL,NULL,NULL,NULL,58:41.5,
SPC,STOCK,CS,Open1,0,NULL,NULL,NULL,8.25275,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7,7.02,NULL,4.150000095,NULL,NULL,NULL,NULL,58:43.7,
SPCG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44,11.99,NULL,15.47999954,NULL,NULL,NULL,NULL,58:49.0,
SPG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.7152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.79,17.9,NULL,3.130000114,NULL,NULL,NULL,NULL,58:51.2,
SPI,STOCK,CS,Open1,0,NULL,NULL,NULL,5.80697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,10.89,NULL,0.629999995,NULL,NULL,NULL,NULL,58:53.4,
SPRC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.51544,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,9.99,NULL,7.769999981,NULL,NULL,NULL,NULL,58:55.6,
SPREME,STOCK,CS,Open1,0,NULL,NULL,NULL,0.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.16,7.93,NULL,7.480000019,NULL,NULL,NULL,NULL,58:57.7,
SPRIME,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.39,NULL,NULL,12.31999969,NULL,NULL,NULL,NULL,59:00.0,
SPVI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,11.74,NULL,5.630000114,NULL,NULL,NULL,NULL,59:02.2,
SQ,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.04442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,0,NULL,0,NULL,NULL,NULL,NULL,59:04.3,
SR,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.04181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,0,NULL,0,NULL,NULL,NULL,NULL,59:06.6,
SRICHA,STOCK,CS,Open1,0,NULL,NULL,NULL,-2.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.11,0,NULL,0,NULL,NULL,NULL,NULL,59:08.9,
SRIPANWA,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,NULL,NULL,10.68000031,NULL,NULL,NULL,NULL,59:11.1,
SRS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.21205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,15.85,NULL,5.769999981,NULL,NULL,NULL,NULL,59:13.3,
SSF,STOCK,CS,Open1,0,NULL,NULL,NULL,0.51394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,10.99,NULL,5.900000095,NULL,NULL,NULL,NULL,59:15.5,
SSP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.5816,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9,9.09,NULL,3.720000029,NULL,NULL,NULL,NULL,59:17.7,
SSPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.33,NULL,NULL,4.46999979,NULL,NULL,NULL,NULL,59:19.9,
SSSC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.3166,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,6.39,NULL,8.090000153,NULL,NULL,NULL,NULL,59:22.1,
SST,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.57129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,0,NULL,0,NULL,NULL,NULL,NULL,59:24.3,
SSTRT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.59,NULL,NULL,8.369999886,NULL,NULL,NULL,NULL,59:26.5,
STA,STOCK,CS,Open1,13000,NULL,19,3.9,1.08748,NULL,NULL,NULL,19,NULL,NULL,NULL,19,NULL,19,NULL,NULL,0.44,13.52,25.83,6.800000191,NULL,NULL,NULL,NULL,59:28.6,
STANLY,STOCK,CS,Open1,0,NULL,NULL,NULL,12.33763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8,11.53,NULL,9.170000076,NULL,NULL,NULL,NULL,59:30.8,
STC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,20.06,NULL,3.5,NULL,NULL,NULL,NULL,59:33.0,
STECH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.16181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,6.43,NULL,3.269999981,NULL,NULL,NULL,NULL,59:35.3,
STECON,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.55185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.48,0,NULL,0,NULL,NULL,NULL,NULL,59:37.5,
STELLA,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.15397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,0,NULL,0,NULL,NULL,NULL,NULL,59:39.6,
STGT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.34739,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,20.15,NULL,7.139999866,NULL,NULL,NULL,NULL,59:41.8,
STI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.01094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.89,32.5,NULL,2.210000038,NULL,NULL,NULL,NULL,59:44.0,
STOWER,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.01867,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0,NULL,0,NULL,NULL,NULL,NULL,59:46.2,
STP,STOCK,CS,Open1,0,NULL,NULL,NULL,1.53142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.34,6.92,NULL,6.130000114,NULL,NULL,NULL,NULL,59:50.2,
STPI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,54.19,NULL,0,NULL,NULL,NULL,NULL,59:52.5,
STX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,7.71,NULL,11.92000008,NULL,NULL,NULL,NULL,59:54.7,
SUC,STOCK,CS,Open1,0,NULL,NULL,NULL,5.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,6.12,NULL,4.760000229,NULL,NULL,NULL,NULL,59:57.0,
SUN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.75,8.27,NULL,7.960000038,NULL,NULL,NULL,NULL,59:59.2,
SUPER,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04983,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.23,3.41,NULL,0,NULL,NULL,NULL,NULL,00:01.4,
SUPEREIF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.63,NULL,NULL,9.920000076,NULL,NULL,NULL,NULL,00:03.7,
SUSCO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.65,10.13,NULL,6.730000019,NULL,NULL,NULL,NULL,00:05.9,
SUTHA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.17113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93,15.19,NULL,3.079999924,NULL,NULL,NULL,NULL,00:08.2,
SVI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.15,11.88,NULL,3.140000105,NULL,NULL,NULL,NULL,00:10.3,
SVOA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.39,38.59,NULL,4.670000076,NULL,NULL,NULL,NULL,00:12.5,
SVR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,10.99,NULL,0,NULL,NULL,NULL,NULL,00:14.7,
SVT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.10798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,12.41,NULL,3.359999895,NULL,NULL,NULL,NULL,00:16.8,
SWC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.79,11.28,NULL,4.630000114,NULL,NULL,NULL,NULL,00:19.0,
SYMC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.47411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,11.5,NULL,2.920000076,NULL,NULL,NULL,NULL,00:21.2,
SYNEX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.74079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.19,15.52,NULL,3.829999924,NULL,NULL,NULL,NULL,00:23.4,
SYNTEC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,4.99,NULL,3.609999895,NULL,NULL,NULL,NULL,00:25.6,
TACC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.41213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.51,10.29,NULL,9.199999809,NULL,NULL,NULL,NULL,00:27.7,
TAE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,25.83,NULL,0,NULL,NULL,NULL,NULL,00:29.9,
TAKUNI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.28187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.47,0,NULL,0,NULL,NULL,NULL,NULL,00:32.1,
TAN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.43358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9,11.3,NULL,6.730000019,NULL,NULL,NULL,NULL,00:34.4,
TAPAC,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.18616,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,00:36.6,
TASCO,STOCK,CS,Open1,5000,NULL,15.1,0.2,0.89786,NULL,NULL,NULL,15.1,NULL,NULL,NULL,15.1,NULL,15.1,NULL,NULL,1.44,16.15,1.34,6.210000038,NULL,NULL,NULL,NULL,00:38.8,
TATG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.21322,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,5.66,NULL,7.139999866,NULL,NULL,NULL,NULL,00:41.1,
TBN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.19,27.48,NULL,3.140000105,NULL,NULL,NULL,NULL,00:43.3,
TC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.99828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,6.21,NULL,4.840000153,NULL,NULL,NULL,NULL,00:45.5,
TCAP,STOCK,CS,Open1,0,NULL,NULL,NULL,6.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.69,7.61,NULL,6.840000153,NULL,NULL,NULL,NULL,00:47.7,
TCC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,24.94,NULL,17.81999969,NULL,NULL,NULL,NULL,00:49.8,
TCJ,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.23,181.94,NULL,0,NULL,NULL,NULL,NULL,00:52.0,
TCMC,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.21,0,NULL,0,NULL,NULL,NULL,NULL,00:54.2,
TCOAT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.48,71.06,NULL,2.109999895,NULL,NULL,NULL,NULL,00:56.4,
TEAM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.35256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,7.54,NULL,8.649999619,NULL,NULL,NULL,NULL,00:58.6,
TEAMG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.74,14.93,NULL,4.960000038,NULL,NULL,NULL,NULL,01:00.8,
TEGH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.51512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.99,6.48,NULL,6.289999962,NULL,NULL,NULL,NULL,01:03.0,
TEKA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.69,5.33,NULL,7.75,NULL,NULL,NULL,NULL,01:05.2,
TERA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.05,9.82,NULL,10.32999992,NULL,NULL,NULL,NULL,01:07.4,
TFFIF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.48,NULL,NULL,7.210000038,NULL,NULL,NULL,NULL,01:09.5,
TFG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.54103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.53,8.02,NULL,6.909999847,NULL,NULL,NULL,NULL,01:11.7,
TFI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,0,NULL,0,NULL,NULL,NULL,NULL,01:13.9,
TFM,STOCK,CS,Open1,0,NULL,NULL,NULL,1.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.68,7.89,NULL,12.65999985,NULL,NULL,NULL,NULL,01:16.1,
TFMAMA,STOCK,CS,Open1,0,NULL,NULL,NULL,13.59312,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.92,14.79,NULL,2.200000048,NULL,NULL,NULL,NULL,01:18.3,
TGE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.42,14.52,NULL,0.189999998,NULL,NULL,NULL,NULL,01:20.5,
TGH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.51187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.96,25.01,NULL,0,NULL,NULL,NULL,NULL,01:22.7,
TGPRO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.03421,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.16,0,NULL,0,NULL,NULL,NULL,NULL,01:24.9,
TH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.38,4.12,NULL,0,NULL,NULL,NULL,NULL,01:27.0,
THAI,STOCK,CS,Suspend,0,NULL,NULL,NULL,-6.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,01:29.2,
THANA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.12338,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.51,8.59,NULL,3.869999886,NULL,NULL,NULL,NULL,01:31.5,
THANI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.12846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,12.22,NULL,4.460000038,NULL,NULL,NULL,NULL,01:33.6,
THCOM,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.02083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.17,0,NULL,0,NULL,NULL,NULL,NULL,01:36.0,
THE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.07382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,0,NULL,0,NULL,NULL,NULL,NULL,01:38.1,
THG,STOCK,CS,Open1,0,NULL,NULL,NULL,-2.08209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.11,0,NULL,0,NULL,NULL,NULL,NULL,01:40.3,
THIP,STOCK,CS,Open1,0,NULL,NULL,NULL,3.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.91,7.66,NULL,5.889999866,NULL,NULL,NULL,NULL,01:42.5,
THMUI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.12148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.39,0,NULL,0,NULL,NULL,NULL,NULL,01:44.7,
THRE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,8.17,NULL,0,NULL,NULL,NULL,NULL,01:46.8,
THREL,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,0,NULL,0,NULL,NULL,NULL,NULL,01:49.0,
TIDLOR,STOCK,CS,Open1,0,NULL,NULL,NULL,1.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.39,10.05,NULL,3,NULL,NULL,NULL,NULL,01:51.2,
TIF1,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.68,NULL,NULL,7.730000019,NULL,NULL,NULL,NULL,01:53.3,
