symbol,instrument_type,security_type,market_status,total_volume,aum_size,average,change,eps,exchange,exercise_price,exercise_ratio,high,implied_volatility,inav,intrinsic_value,last,last_trading_date,low,maturity_date,moneyness,pbv,pe,percent_change,percent_yield,theoretical,to_last_trade,underlying,underlying_price,updated_at,shares_outstanding
IT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.3998,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.15,9.65,NULL,6.739999771,NULL,NULL,NULL,NULL,45:14.1,
ITC,STOCK,CS,Open1,0,NULL,NULL,NULL,1.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,13.43,NULL,7.139999866,NULL,NULL,NULL,NULL,45:16.2,
ITD,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.0939,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.95,0,NULL,0,NULL,NULL,NULL,NULL,45:18.5,
ITEL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,6.67,NULL,0,NULL,NULL,NULL,NULL,45:20.7,
ITNS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.16311,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.67,8.95,NULL,10.47999954,NULL,NULL,NULL,NULL,45:22.9,
ITTHI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,16.67,NULL,5.78000021,NULL,NULL,NULL,NULL,45:25.2,
IVF,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06923,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.91,22.84,NULL,2.089999914,NULL,NULL,NULL,NULL,45:27.3,
IVL,STOCK,CS,Open1,0,NULL,NULL,NULL,-3.64507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93,0,NULL,3.369999886,NULL,NULL,NULL,NULL,45:29.6,
J,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.39,8.82,NULL,0,NULL,NULL,NULL,NULL,45:31.8,
JAK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.81,21.88,NULL,2.160000086,NULL,NULL,NULL,NULL,45:34.0,
JAS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05832,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.46,27.54,NULL,0,NULL,NULL,NULL,NULL,45:36.1,
JCK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.21,3.72,NULL,0,NULL,NULL,NULL,NULL,45:38.3,
JCKH,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,0,NULL,0,NULL,NULL,NULL,NULL,45:40.6,
JCT,STOCK,CS,Open1,0,NULL,NULL,NULL,7.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,10.67,NULL,5.769999981,NULL,NULL,NULL,NULL,45:42.8,
JDF,STOCK,CS,Open1,0,NULL,NULL,NULL,0.13291,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.58,14.97,NULL,4.019999981,NULL,NULL,NULL,NULL,45:45.0,
JKN,STOCK,CS,Suspend,0,NULL,NULL,NULL,-2.25123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45:47.1,
JMART,STOCK,CS,Open1,0,NULL,NULL,NULL,0.783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,12.51,NULL,2.460000038,NULL,NULL,NULL,NULL,45:49.4,
JMT,STOCK,CS,Open1,0,NULL,NULL,NULL,1.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,12.47,NULL,4.78000021,NULL,NULL,NULL,NULL,45:51.6,
JPARK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.82,12.73,NULL,0.949999988,NULL,NULL,NULL,NULL,45:53.8,
JR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.08717,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.68,17.32,NULL,2.650000095,NULL,NULL,NULL,NULL,45:56.0,
JSP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.92,174.11,NULL,1.899999976,NULL,NULL,NULL,NULL,45:58.2,
JTS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.8407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.72,35.09,NULL,0,NULL,NULL,NULL,NULL,46:00.4,
JUBILE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.80738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,10.28,NULL,3.980000019,NULL,NULL,NULL,NULL,46:02.6,
K,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.94,16.17,NULL,4.03000021,NULL,NULL,NULL,NULL,46:04.8,
KAMART,STOCK,CS,Open1,0,NULL,NULL,NULL,0.52828,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.07,15.52,NULL,4.829999924,NULL,NULL,NULL,NULL,46:07.0,
KASET,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.21975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,0,NULL,0,NULL,NULL,NULL,NULL,46:09.3,
KBANK,STOCK,CS,Open1,5200,NULL,151.09615,0.5,20.2,NULL,NULL,NULL,151.5,NULL,NULL,NULL,151,NULL,151,NULL,NULL,0.64,7.36,0.33,6.289999962,NULL,NULL,NULL,NULL,46:11.5,
KBS,STOCK,CS,Open1,0,NULL,NULL,NULL,1.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,3.05,NULL,13.21000004,NULL,NULL,NULL,NULL,46:13.7,
KBSPIF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.71,NULL,NULL,11.5,NULL,NULL,NULL,NULL,46:15.9,
KC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.01,0,NULL,0,NULL,NULL,NULL,NULL,46:18.2,
KCAR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,10.67,NULL,4.630000114,NULL,NULL,NULL,NULL,46:20.4,
KCC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.13197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.96,14.23,NULL,1.480000019,NULL,NULL,NULL,NULL,46:22.6,
KCE,STOCK,CS,Open1,0,NULL,NULL,NULL,1.39456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.59,13.27,NULL,6.489999771,NULL,NULL,NULL,NULL,46:24.7,
KCG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.74465,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.45,10.47,NULL,5.260000229,NULL,NULL,NULL,NULL,46:26.9,
KCM,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.03221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.33,0,NULL,0,NULL,NULL,NULL,NULL,46:29.1,
KDH,STOCK,CS,Open1,0,NULL,NULL,NULL,7.25517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.22,12.68,NULL,2.720000029,NULL,NULL,NULL,NULL,46:31.3,
KEX,STOCK,CS,Open1,0,NULL,NULL,NULL,-2.542,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.41,0,NULL,0,NULL,NULL,NULL,NULL,46:33.5,
KGEN,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1317,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.63,0,NULL,0,NULL,NULL,NULL,NULL,46:35.8,
KGI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.07,9.72,NULL,7.349999905,NULL,NULL,NULL,NULL,46:38.0,
KIAT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.01849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,15.15,NULL,7.139999866,NULL,NULL,NULL,NULL,46:40.1,
KISS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.36,15.02,NULL,9.25,NULL,NULL,NULL,NULL,46:42.4,
KJL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.78179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.41,9.15,NULL,7.269999981,NULL,NULL,NULL,NULL,46:44.6,
KK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.32,22.22,NULL,2.599999905,NULL,NULL,NULL,NULL,46:46.7,
KKC,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.59179,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46:49.0,
KKP,STOCK,CS,Open1,200,NULL,55,-0.5,5.97,NULL,NULL,NULL,55,NULL,NULL,NULL,55,NULL,55,NULL,NULL,0.74,9.3,-0.9,7.130000114,NULL,NULL,NULL,NULL,46:51.2,
KLINIQ,STOCK,CS,Open1,0,NULL,NULL,NULL,1.46449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.97,21.17,NULL,4.519999981,NULL,NULL,NULL,NULL,46:53.4,
KOOL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,10.82,NULL,5,NULL,NULL,NULL,NULL,46:55.6,
KPNREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,NULL,NULL,0,NULL,NULL,NULL,NULL,46:57.7,
KSL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,11.94,NULL,3.519999981,NULL,NULL,NULL,NULL,46:59.9,
KTB,STOCK,CS,Open1,1000,NULL,23.6,0.8,3.14,NULL,NULL,NULL,23.6,NULL,NULL,NULL,23.6,NULL,23.6,NULL,NULL,0.72,7.33,3.51,6.71999979,NULL,NULL,NULL,NULL,47:02.2,
KTBSTMR,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58,NULL,NULL,11.77000046,NULL,NULL,NULL,NULL,47:04.3,
KTC,STOCK,CS,Open1,0,NULL,NULL,NULL,2.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.01,16.12,NULL,2.839999914,NULL,NULL,NULL,NULL,47:06.5,
KTIS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.26266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.48,0,NULL,2.269999981,NULL,NULL,NULL,NULL,47:08.7,
KTMS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,22.55,NULL,1.620000005,NULL,NULL,NULL,NULL,47:10.9,
KUMWEL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,8.55,NULL,5.659999847,NULL,NULL,NULL,NULL,47:13.0,
KUN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09,31.55,NULL,0.839999974,NULL,NULL,NULL,NULL,47:15.2,
KWC,STOCK,CS,Open1,0,NULL,NULL,NULL,15.65595,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.38,21.01,NULL,3.799999952,NULL,NULL,NULL,NULL,47:17.4,
KWI,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.34815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,0,NULL,0,NULL,NULL,NULL,NULL,47:19.6,
KWM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.92,9.42,NULL,7.070000172,NULL,NULL,NULL,NULL,47:21.8,
KYE,STOCK,CS,Open1,0,NULL,NULL,NULL,34.85742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.64,7.84,NULL,10.07999992,NULL,NULL,NULL,NULL,47:24.0,
L&E,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03075,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,39.03,NULL,4.170000076,NULL,NULL,NULL,NULL,47:26.2,
LALIN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.63572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,8.49,NULL,6.300000191,NULL,NULL,NULL,NULL,47:28.3,
LANNA,STOCK,CS,Open1,0,NULL,NULL,NULL,3.16986,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.05,5.36,NULL,13.52999973,NULL,NULL,NULL,NULL,47:30.5,
LDC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.95,48.36,NULL,0,NULL,NULL,NULL,NULL,47:32.7,
LEE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,14.33,NULL,5.170000076,NULL,NULL,NULL,NULL,47:34.9,
LEO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.15094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.84,16.03,NULL,5.789999962,NULL,NULL,NULL,NULL,47:37.1,
LH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.99,9.32,NULL,7.480000019,NULL,NULL,NULL,NULL,47:39.3,
LHFG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.43,8.07,NULL,3.849999905,NULL,NULL,NULL,NULL,47:41.4,
LHHOTEL,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.07,NULL,NULL,9.659999847,NULL,NULL,NULL,NULL,47:43.6,
LHK,STOCK,CS,Open1,0,NULL,NULL,NULL,0.20347,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93,12.06,NULL,7.670000076,NULL,NULL,NULL,NULL,47:45.8,
LHRREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,NULL,NULL,0.970000029,NULL,NULL,NULL,NULL,47:48.0,
LHSC,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.97,NULL,NULL,6.769999981,NULL,NULL,NULL,NULL,47:50.2,
LIT,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.01564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,0,NULL,0,NULL,NULL,NULL,NULL,47:52.4,
LOXLEY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44,52.3,NULL,2.589999914,NULL,NULL,NULL,NULL,47:54.5,
LPH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,36.65,NULL,4.519999981,NULL,NULL,NULL,NULL,47:56.8,
LPN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,27.63,NULL,4.739999771,NULL,NULL,NULL,NULL,47:58.9,
LRH,STOCK,CS,Open1,0,NULL,NULL,NULL,7.57651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.38,4.92,NULL,3.75999999,NULL,NULL,NULL,NULL,48:01.1,
LST,STOCK,CS,Open1,0,NULL,NULL,NULL,0.63004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,7.52,NULL,4.21999979,NULL,NULL,NULL,NULL,48:03.4,
LTS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.42905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.42,18.59,NULL,0,NULL,NULL,NULL,NULL,48:05.7,
LUXF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,NULL,NULL,9.380000114,NULL,NULL,NULL,NULL,48:07.8,
M,STOCK,CS,Open1,0,NULL,NULL,NULL,1.57378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.33,12.35,NULL,7.650000095,NULL,NULL,NULL,NULL,48:10.0,
M-CHAI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.44904,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.52,47.21,NULL,1.179999948,NULL,NULL,NULL,NULL,48:36.4,
M-PAT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,NULL,NULL,0,NULL,NULL,NULL,NULL,49:55.3,
M-STOR,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.71,NULL,NULL,5.909999847,NULL,NULL,NULL,NULL,50:04.1,
MAGURO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.82496,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.65,24.64,NULL,1.590000033,NULL,NULL,NULL,NULL,48:12.2,
MAJOR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.91714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.63,11.41,NULL,1.789999962,NULL,NULL,NULL,NULL,48:14.4,
MALEE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.56466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.37,10.45,NULL,1.690000057,NULL,NULL,NULL,NULL,48:16.6,
MANRIN,STOCK,CS,Open1,0,NULL,NULL,NULL,1.88887,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.51,13.02,NULL,0,NULL,NULL,NULL,NULL,48:18.8,
MASTER,STOCK,CS,Open1,0,NULL,NULL,NULL,1.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.36,15.88,NULL,2.910000086,NULL,NULL,NULL,NULL,48:21.0,
MATCH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0159,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,75.53,NULL,0,NULL,NULL,NULL,NULL,48:23.1,
MATI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.18029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.61,0,NULL,2.089999914,NULL,NULL,NULL,NULL,48:25.3,
MBAX,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,0,NULL,0,NULL,NULL,NULL,NULL,48:27.5,
MBK,STOCK,CS,Open1,0,NULL,NULL,NULL,1.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.42,12.8,NULL,5.460000038,NULL,NULL,NULL,NULL,48:29.7,
MC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.55199,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.07,10.84,NULL,8.909999847,NULL,NULL,NULL,NULL,48:31.9,
MCA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.08684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,12.09,NULL,4.289999962,NULL,NULL,NULL,NULL,48:34.1,
MCOT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.46029,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,0,NULL,0,NULL,NULL,NULL,NULL,48:38.5,
MCS,STOCK,CS,Open1,0,NULL,NULL,NULL,1.42265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.96,5.1,NULL,9.659999847,NULL,NULL,NULL,NULL,48:40.7,
MDX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.55977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,5.33,NULL,0,NULL,NULL,NULL,NULL,48:42.9,
MEB,STOCK,CS,Open1,0,NULL,NULL,NULL,1.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.55,14.72,NULL,5.090000153,NULL,NULL,NULL,NULL,48:45.1,
MEDEZE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.39286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.98,25.7,NULL,1.960000038,NULL,NULL,NULL,NULL,48:47.3,
MEGA,STOCK,CS,Open1,0,NULL,NULL,NULL,2.30824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.82,13.86,NULL,5,NULL,NULL,NULL,NULL,48:49.5,
MENA,STOCK,CS,Open1,0,NULL,NULL,NULL,0.09068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,10.92,NULL,3.029999971,NULL,NULL,NULL,NULL,48:51.7,
META,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0342,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.13,0,NULL,0,NULL,NULL,NULL,NULL,48:53.9,
METCO,STOCK,CS,Open1,0,NULL,NULL,NULL,15.48076,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,9.06,NULL,4.690000057,NULL,NULL,NULL,NULL,48:56.1,
MFC,STOCK,CS,Open1,0,NULL,NULL,NULL,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.52,13.96,NULL,4.159999847,NULL,NULL,NULL,NULL,48:58.3,
MFEC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.61671,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,9.57,NULL,8.470000267,NULL,NULL,NULL,NULL,49:00.5,
MGC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.13009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.94,24.29,NULL,2.849999905,NULL,NULL,NULL,NULL,49:02.7,
MGI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.8,21.5,NULL,1.860000014,NULL,NULL,NULL,NULL,49:04.9,
MGT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.22714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.07,7.7,NULL,5.710000038,NULL,NULL,NULL,NULL,49:07.1,
MICRO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.15231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,0,NULL,0,NULL,NULL,NULL,NULL,49:09.3,
MIDA,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.08478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,0,NULL,0,NULL,NULL,NULL,NULL,49:11.4,
MII,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,NULL,NULL,0,NULL,NULL,NULL,NULL,49:13.7,
