"symbol","instrument_type","security_type","market_status","total_volume","aum_size","average","change","eps","exchange","exercise_price","exercise_ratio","high","implied_volatility","inav","intrinsic_value","last","last_trading_date","low","maturity_date","moneyness","pbv","pe","percent_change","percent_yield","theoretical","to_last_trade","underlying","underlying_price","updated_at"
"EASTW","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0262",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.29","72.11",NULL,"0.9900000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:34:51.603501"
"ECF","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.2411",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.19","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:34:53.80039"
"EE","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.01901",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"7.07","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:34:58.111844"
"EFORL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.00493",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.76","48.73",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:00.335356"
"EGATIF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.74",NULL,NULL,"5.829999923706055",NULL,NULL,NULL,NULL,"2025-03-17 01:35:02.614705"
"EGCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"10.28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","9.58",NULL,"6.599999904632568",NULL,NULL,NULL,NULL,"2025-03-17 01:35:04.798087"
"EKH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.365",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.02","19.31",NULL,"8.239999771118164",NULL,NULL,NULL,NULL,"2025-03-17 01:35:10.037286"
"EMC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.00468",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.67","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:12.210766"
"EP","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.8846",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:14.39425"
"EPG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.19567",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","12.85",NULL,"6.829999923706055",NULL,NULL,NULL,NULL,"2025-03-17 01:35:16.572517"
"ERW","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.2713",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.77","12.06",NULL,"2.8499999046325684",NULL,NULL,NULL,NULL,"2025-03-17 01:35:18.739756"
"ESTAR","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.00679",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.18","26.51",NULL,"5.559999942779541",NULL,NULL,NULL,NULL,"2025-03-17 01:35:20.918404"
"ETC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.04169",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","31.66",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:23.075646"
"ETE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0238",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","30.25",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:25.251139"
"ETL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.05",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:27.427108"
"EURO","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.42",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.5","10.5",NULL,"5.090000152587891",NULL,NULL,NULL,NULL,"2025-03-17 01:35:29.593146"
"EVER","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.06977",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.19","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:31.764753"
"F&D","STOCK","CS","Open1",0,NULL,NULL,NULL,"4.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.49","8.74",NULL,"6.25",NULL,NULL,NULL,NULL,"2025-03-17 01:35:33.980647"
"FANCY","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.02241",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.24","14.73",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:36.155692"
"FE","STOCK","CS","Open1",0,NULL,NULL,NULL,"18.0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","10.5",NULL,"6.349999904632568",NULL,NULL,NULL,NULL,"2025-03-17 01:35:38.321919"
"FLOYD","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.105",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.71","7.62",NULL,"10.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:40.49277"
"FM","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.79811",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.14","5.49",NULL,"8.970000267028809",NULL,NULL,NULL,NULL,"2025-03-17 01:35:42.660869"
"FMT","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.75827",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.93","0.0",NULL,"3.4800000190734863",NULL,NULL,NULL,NULL,"2025-03-17 01:35:44.82905"
"FN","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.08526",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:47.0138"
"FNS","STOCK","CS","Open1",0,NULL,NULL,NULL,"-6.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.3","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:35:49.298282"
"FORTH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.23659",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.47","30.43",NULL,"2.0799999237060547",NULL,NULL,NULL,NULL,"2025-03-17 01:35:51.478795"
"FPI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18256",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.02","8.98",NULL,"4.880000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:35:53.679547"
"FPT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41","10.49",NULL,"4.730000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:35:55.875526"
"FSMART","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.57154",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.3","9.89",NULL,"4.070000171661377",NULL,NULL,NULL,NULL,"2025-03-17 01:35:58.050239"
"FSX","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.09",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.36","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:00.216805"
"FTE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.19","8.97",NULL,"10.130000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:36:02.387981"
"FTI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.08128",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.07","20.92",NULL,"4.119999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:36:04.556983"
"FTREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.92",NULL,NULL,"7.480000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:36:06.735572"
"FUTURERT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.95",NULL,NULL,"2.509999990463257",NULL,NULL,NULL,NULL,"2025-03-17 01:36:09.010724"
"FVC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.034",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.37","11.19",NULL,"2.5999999046325684",NULL,NULL,NULL,NULL,"2025-03-17 01:36:11.232003"
"GABLE","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33789",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.99","9.23",NULL,"8.65999984741211",NULL,NULL,NULL,NULL,"2025-03-17 01:36:13.411034"
"GAHREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.58",NULL,NULL,"10.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:15.586487"
"GBX","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.05005",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.44","0.0",NULL,"5.050000190734863",NULL,NULL,NULL,NULL,"2025-03-17 01:36:17.751116"
"GC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.4334",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3.44","11.54",NULL,"8.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:19.918862"
"GCAP","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.027",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.25","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:22.126438"
"GEL","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.05507",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.12","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:24.302405"
"GENCO","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.11216",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.27","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:26.56782"
"GFC","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.33412",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.85","14.73",NULL,"5.079999923706055",NULL,NULL,NULL,NULL,"2025-03-17 01:36:28.817949"
"GFPT","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.57424",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.53","5.21",NULL,"2.440000057220459",NULL,NULL,NULL,NULL,"2025-03-17 01:36:31.003301"
"GGC","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.25881",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41","0.0",NULL,"2.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:36:33.18856"
"GJS","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.03997",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.32","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:35.363895"
"GL","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-0.81214",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-17 01:36:37.54089"
"GLAND","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.065",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.42","16.06",NULL,"2.4000000953674316",NULL,NULL,NULL,NULL,"2025-03-17 01:36:39.72276"
"GLOBAL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.45695",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.52","15.79",NULL,"2.549999952316284",NULL,NULL,NULL,NULL,"2025-03-17 01:36:41.887474"
"GLOCON","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.10693",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.11","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:44.042401"
"GLORY","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.25066",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.21","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:46.216232"
"GPI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.18079",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.3","8.96",NULL,"10.489999771118164",NULL,NULL,NULL,NULL,"2025-03-17 01:36:48.376322"
"GPSC","STOCK","CS","Open1",2000,NULL,"29.75","-0.75","1.44",NULL,NULL,NULL,"29.75",NULL,NULL,NULL,"29.75",NULL,"29.75",NULL,NULL,"0.79","20.82","-2.46","3.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:50.537957"
"GRAMMY","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.24",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.93","20.88",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:52.717216"
"GRAND","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.072",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.21","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:54.895837"
"GREEN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.008",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.81","101.27",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:36:57.102096"
"GROREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76",NULL,NULL,"6.630000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:36:59.268506"
"GSTEEL","STOCK","CS","Suspend",0,NULL,NULL,NULL,"-0.06068",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-03-17 01:37:01.506738"
"GTB","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.081",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.86","9.26",NULL,"6.670000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:37:03.703022"
"GTV","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.01066",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.45","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:37:05.876703"
"GULF","STOCK","CS","Open1",12200,NULL,"60.0","10.75","1.55",NULL,NULL,NULL,"60.0",NULL,NULL,NULL,"60.0",NULL,"60.0",NULL,NULL,"4.39","30.03","21.83","2.1700000762939453",NULL,NULL,NULL,NULL,"2025-03-17 01:37:08.051547"
"GUNKUL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.19",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.02","8.49",NULL,"4.880000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:37:10.237813"
"GVREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.6",NULL,NULL,"12.180000305175781",NULL,NULL,NULL,NULL,"2025-03-17 01:37:12.410165"
"GYT","STOCK","CS","Open1",0,NULL,NULL,NULL,"20.90405",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.34","8.32",NULL,"4.25",NULL,NULL,NULL,NULL,"2025-03-17 01:37:14.576415"
"HANA","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.71572",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.56","0.0",NULL,"4.409999847412109",NULL,NULL,NULL,NULL,"2025-03-17 01:37:16.737115"
"HARN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14987",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.89","14.01",NULL,"5.710000038146973",NULL,NULL,NULL,NULL,"2025-03-17 01:37:18.909814"
"HEALTH","STOCK","CS","Open1",0,NULL,NULL,NULL,"-1.16836",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.5","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:37:21.083958"
"HENG","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.01916",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.78","55.86",NULL,"4.909999847412109",NULL,NULL,NULL,NULL,"2025-03-17 01:37:23.26584"
"HFT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.57",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.73","7.09",NULL,"6.96999979019165",NULL,NULL,NULL,NULL,"2025-03-17 01:37:25.459652"
"HL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.28774",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.93","24.85",NULL,"2.380000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:37:27.632261"
"HMPRO","STOCK","CS","Open1",10000,NULL,"10.0","1.95","0.49282",NULL,NULL,NULL,"10.0",NULL,NULL,NULL,"10.0",NULL,"10.0",NULL,NULL,"3.8","15.67","24.22","5.550000190734863",NULL,NULL,NULL,NULL,"2025-03-17 01:37:29.805237"
"HPF","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.51",NULL,NULL,"11.270000457763672",NULL,NULL,NULL,NULL,"2025-03-17 01:37:32.008281"
"HPT","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.0452",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.77","8.63",NULL,"5.71999979019165",NULL,NULL,NULL,NULL,"2025-03-17 01:37:34.17075"
"HTC","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.49708",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.6","10.96",NULL,"6.400000095367432",NULL,NULL,NULL,NULL,"2025-03-17 01:37:36.36894"
"HTECH","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.37875",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.67","7.87",NULL,"5.369999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:37:38.545721"
"HUMAN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.0","21.44",NULL,"3.5299999713897705",NULL,NULL,NULL,NULL,"2025-03-17 01:37:40.70826"
"HYDRO","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.47992",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"11.01","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:37:42.895852"
"HYDROGEN","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.03",NULL,NULL,"2.4600000381469727",NULL,NULL,NULL,NULL,"2025-03-17 01:37:45.059748"
"I2","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.14081",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.68","7.46",NULL,"6.670000076293945",NULL,NULL,NULL,NULL,"2025-03-17 01:37:47.214432"
"ICC","STOCK","CS","Open1",0,NULL,NULL,NULL,"2.69302",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.41","12.16",NULL,"1.9199999570846558",NULL,NULL,NULL,NULL,"2025-03-17 01:44:17.753839"
"ICHI","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.99796",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.82","12.34",NULL,"8.869999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:44:20.326329"
"ICN","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.46","8.75",NULL,"10.359999656677246",NULL,NULL,NULL,NULL,"2025-03-17 01:44:22.631125"
"IFS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.27763",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.63","8.36",NULL,"6.380000114440918",NULL,NULL,NULL,NULL,"2025-03-17 01:44:24.802934"
"IHL","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.09662",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.55","15.83",NULL,"5.230000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:44:27.988123"
"IIG","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.45",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.66","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:44:30.151356"
"III","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.5639",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.96","8.5",NULL,"6.679999828338623",NULL,NULL,NULL,NULL,"2025-03-17 01:44:32.293394"
"ILINK","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.041",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.72","5.68",NULL,"7.119999885559082",NULL,NULL,NULL,NULL,"2025-03-17 01:44:34.477724"
"ILM","STOCK","CS","Open1",0,NULL,NULL,NULL,"1.47593",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.16","9.62",NULL,"7.039999961853027",NULL,NULL,NULL,NULL,"2025-03-17 01:44:36.693673"
"IMH","STOCK","CS","Open1",0,NULL,NULL,NULL,"-0.35",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.21","0.0",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:44:38.908846"
"IMPACT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.89",NULL,NULL,"5.449999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:44:41.063603"
"IND","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.1654",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.64","5.2",NULL,"7.699999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:44:43.229851"
"INET","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.85","7.53",NULL,"2.450000047683716",NULL,NULL,NULL,NULL,"2025-03-17 01:44:45.575233"
"INETREIT","STOCK","CS","Open1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.76",NULL,NULL,"9.359999656677246",NULL,NULL,NULL,NULL,"2025-03-17 01:44:47.7343"
"INGRS","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.03276",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.32","63.25",NULL,"0.0",NULL,NULL,NULL,NULL,"2025-03-17 01:44:49.913498"
"INOX","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.045",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.35","9.33",NULL,"5.480000019073486",NULL,NULL,NULL,NULL,"2025-03-17 01:44:52.085032"
"INSET","STOCK","CS","Open1",0,NULL,NULL,NULL,"0.1094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.15","18.46",NULL,"3.9600000381469727",NULL,NULL,NULL,NULL,"2025-03-17 01:44:54.276204"
"INSURE","STOCK","CS","Open1",0,NULL,NULL,NULL,"17.3454",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.72","5.78",NULL,"10.84000015258789",NULL,NULL,NULL,NULL,"2025-03-17 01:44:56.526015"
"INTUCH","STOCK","CS","Open1",0,NULL,NULL,NULL,"4.2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"5.92","18.15",NULL,"11.199999809265137",NULL,NULL,NULL,NULL,"2025-03-17 01:44:58.748869"
